transaction_id,customer_id,timestamp,amount,currency,channel,merchant_category,country,device_id,is_new_beneficiary,label,typology,home_country,age,tenure_months,account_type
T0000101,C00001,32:09.3,1166.5,INR,BRANCH_CASH,kirana,IN,D6022,0,0,none,IN,60,115,current
T0000102,C00001,18:36.5,282.43,INR,IMPS,kirana,IN,D6022,0,0,none,IN,60,115,current
T0000103,C00001,00:00.4,492.99,INR,UPI,kirana,IN,D6022,0,0,none,IN,60,115,current
T0000104,C00001,08:48.7,684.43,INR,UPI,kirana,IN,D6022,0,0,none,IN,60,115,current
T0000105,C00001,55:05.4,357.62,INR,UPI,mobile_recharge,IN,D6022,0,0,none,IN,60,115,current
T0000106,C00001,18:43.8,229.43,INR,CARD_ONLINE,fuel,IN,D6022,0,0,none,IN,60,115,current
T0000107,C00001,49:16.4,216.52,INR,CARD_POS,kirana,IN,D6022,0,0,none,IN,60,115,current
T0000108,C00001,19:26.8,1409.88,INR,UPI,p2p_transfer,IN,D6022,0,0,none,IN,60,115,current
T0000109,C00001,52:50.3,694.53,INR,CARD_ONLINE,food_delivery,IN,D6022,0,0,none,IN,60,115,current
T0000110,C00001,07:52.5,719.35,INR,IMPS,restaurant,IN,D6022,0,0,none,IN,60,115,current
T0000111,C00001,25:28.6,435.06,INR,UPI,cash,IN,D6022,1,0,none,IN,60,115,current
T0000112,C00001,20:32.0,436.76,INR,CARD_POS,food_delivery,IN,D6022,0,0,none,IN,60,115,current
T0000113,C00001,52:01.7,908.06,INR,IMPS,kirana,IN,D6022,0,0,none,IN,60,115,current
T0000114,C00001,39:34.4,473.27,INR,BRANCH_CASH,restaurant,IN,D0725,0,0,none,IN,60,115,current
T0000115,C00001,46:31.6,428.44,INR,CARD_POS,restaurant,IN,D6436,0,0,none,IN,60,115,current
T0000116,C00001,45:00.1,397.32,INR,UPI,mobile_recharge,IN,D3669,0,0,none,IN,60,115,current
T0000117,C00001,32:42.1,217.57,INR,NEFT,fuel,GB,D6022,0,0,none,IN,60,115,current
T0000118,C00001,57:39.3,319.42,INR,CARD_POS,food_delivery,IN,D6022,0,0,none,IN,60,115,current
T0000119,C00001,41:38.0,769.7,INR,UPI,p2p_transfer,IN,D6022,0,0,none,IN,60,115,current
T0000120,C00001,19:02.1,1341.09,INR,UPI,fuel,IN,D6022,0,0,none,IN,60,115,current
T0000121,C00001,31:34.5,592.3,INR,CARD_ONLINE,kirana,IN,D6022,0,0,none,IN,60,115,current
T0000122,C00002,07:21.0,644.51,INR,UPI,gold_jewellery,IN,D8142,0,0,none,IN,53,236,salary
T0000123,C00002,47:21.2,872.82,INR,CARD_POS,kirana,IN,D8142,0,0,none,IN,53,236,salary
T0000124,C00002,49:17.3,1360.08,INR,UPI,cash,IN,D8142,0,0,none,IN,53,236,salary
T0000125,C00002,58:13.9,310.13,INR,UPI,fuel,IN,D8142,1,0,none,IN,53,236,salary
T0000126,C00002,49:06.3,465.97,INR,CARD_ONLINE,fuel,IN,D8142,1,0,none,IN,53,236,salary
T0000127,C00002,53:02.0,275.63,INR,UPI,gold_jewellery,IN,D8142,0,0,none,IN,53,236,salary
T0000128,C00002,02:52.4,184.59,INR,CARD_POS,p2p_transfer,IN,D1673,1,0,none,IN,53,236,salary
T0000129,C00002,08:38.9,974.95,INR,CARD_POS,utilities,IN,D8142,0,0,none,IN,53,236,salary
T0000130,C00002,08:37.8,398.88,INR,CARD_POS,fuel,IN,D8142,1,0,none,IN,53,236,salary
T0000131,C00002,28:04.5,240.71,INR,UPI,kirana,IN,D8142,0,0,none,IN,53,236,salary
T0000132,C00002,12:05.1,276.42,INR,BRANCH_CASH,p2p_transfer,RU,D8142,0,0,none,IN,53,236,salary
T0000133,C00002,11:50.3,6101.25,INR,IMPS,travel,IN,D8142,0,0,none,IN,53,236,salary
T0000134,C00002,27:56.1,200.6,INR,NEFT,restaurant,IN,D8142,0,0,none,IN,53,236,salary
T0000135,C00002,34:48.8,172.63,INR,CARD_ONLINE,mobile_recharge,IN,D8142,0,0,none,IN,53,236,salary
T0000136,C00002,23:25.0,265.91,INR,CARD_POS,p2p_transfer,IN,D8142,0,0,none,IN,53,236,salary
T0000137,C00002,08:54.7,908.62,INR,CARD_POS,restaurant,IN,D8142,0,0,none,IN,53,236,salary
T0000138,C00002,25:20.2,364.59,INR,UPI,mobile_recharge,IN,D8142,0,0,none,IN,53,236,salary
T0000139,C00002,20:55.6,302.12,INR,IMPS,food_delivery,IN,D8142,0,0,none,IN,53,236,salary
T0000140,C00002,06:12.4,233.33,INR,NEFT,mobile_recharge,IN,D8142,0,0,none,IN,53,236,salary
T0000141,C00002,32:03.6,624.86,INR,CARD_ONLINE,kirana,IN,D8142,0,0,none,IN,53,236,salary
T0000142,C00002,29:45.6,480.44,INR,UPI,p2p_transfer,IN,D8142,0,0,none,IN,53,236,salary
T0000143,C00002,21:34.9,443.11,INR,ATM,fuel,IN,D8142,0,0,none,IN,53,236,salary
T0000144,C00002,52:07.9,118.97,INR,UPI,gaming,IN,D8142,0,0,none,IN,53,236,salary
T0000145,C00002,28:58.8,551.26,INR,CARD_POS,fuel,IN,D8142,0,0,none,IN,53,236,salary
T0000146,C00002,31:16.6,1741.91,INR,CARD_POS,food_delivery,IN,D8142,0,0,none,IN,53,236,salary
T0000147,C00002,38:47.0,565.47,INR,BRANCH_CASH,fuel,IN,D8142,0,0,none,IN,53,236,salary
T0000148,C00002,30:40.1,244.11,INR,UPI,utilities,IN,D8142,0,0,none,IN,53,236,salary
T0000149,C00002,07:13.3,619.05,INR,NEFT,restaurant,IN,D8142,0,0,none,IN,53,236,salary
T0000150,C00002,05:38.9,121.16,INR,UPI,utilities,IN,D8142,0,0,none,IN,53,236,salary
T0000151,C00002,18:34.1,948.22,INR,ATM,mobile_recharge,IN,D8142,0,0,none,IN,53,236,salary
T0000152,C00002,40:33.1,1050.32,INR,UPI,fuel,IN,D8142,0,0,none,IN,53,236,salary
T0000153,C00002,23:59.2,508.46,INR,IMPS,fuel,IN,D8142,0,0,none,IN,53,236,salary
T0000154,C00002,24:27.4,428.3,INR,UPI,cash,IN,D9552,0,0,none,IN,53,236,salary
T0000155,C00002,28:25.4,883.7,INR,CARD_POS,cash,IN,D8142,0,0,none,IN,53,236,salary
T0000156,C00002,48:52.9,101.47,INR,BRANCH_CASH,fuel,IN,D8142,0,0,none,IN,53,236,salary
T0000157,C00002,09:38.9,1258.89,INR,UPI,kirana,IN,D8142,1,0,none,IN,53,236,salary
T0000158,C00002,29:26.6,965.06,INR,UPI,kirana,IN,D8142,0,0,none,IN,53,236,salary
T0000159,C00002,32:31.1,2458.61,INR,CARD_POS,mobile_recharge,IN,D8142,0,0,none,IN,53,236,salary
T0000160,C00002,17:55.1,403.03,INR,UPI,food_delivery,IN,D8142,0,0,none,IN,53,236,salary
T0000161,C00002,36:48.5,10858.23,INR,CARD_ONLINE,travel,IN,D8142,0,0,none,IN,53,236,salary
T0000162,C00002,35:12.7,337.72,INR,CARD_POS,food_delivery,IN,D8142,0,0,none,IN,53,236,salary
T0000163,C00002,39:01.6,291.49,INR,UPI,mobile_recharge,IN,D8142,0,0,none,IN,53,236,salary
T0000164,C00002,35:18.9,1237.84,INR,CARD_POS,fuel,IN,D8142,0,0,none,IN,53,236,salary
T0000165,C00002,59:00.1,787.9,INR,CARD_POS,mobile_recharge,IN,D4677,0,0,none,IN,53,236,salary
T0000166,C00002,22:02.9,2598.38,INR,UPI,food_delivery,IN,D8142,0,0,none,IN,53,236,salary
T0000167,C00002,03:59.4,719.12,INR,CARD_POS,gold_jewellery,IN,D8142,0,0,none,IN,53,236,salary
T0000168,C00002,17:13.0,603.42,INR,UPI,kirana,IN,D8142,0,0,none,IN,53,236,salary
T0000169,C00002,08:15.8,1182.87,INR,NEFT,kirana,IN,D8142,0,0,none,IN,53,236,salary
T0000170,C00002,25:39.5,1925.22,INR,IMPS,fuel,IN,D8142,1,0,none,IN,53,236,salary
T0000171,C00002,38:43.8,224.71,INR,UPI,food_delivery,IN,D8142,0,0,none,IN,53,236,salary
T0000172,C00002,56:35.2,1459.28,INR,UPI,utilities,IN,D8142,0,0,none,IN,53,236,salary
T0000173,C00002,03:54.1,112.18,INR,UPI,utilities,IN,D8142,0,0,none,IN,53,236,salary
T0000174,C00002,35:27.1,283.43,INR,UPI,kirana,IN,D8142,0,0,none,IN,53,236,salary
T0000175,C00002,21:43.3,198.4,INR,UPI,mobile_recharge,IN,D8142,0,0,none,IN,53,236,salary
T0000176,C00002,04:28.8,337.16,INR,CARD_ONLINE,gaming,IN,D8142,0,0,none,IN,53,236,salary
T0000177,C00002,03:09.1,563.58,INR,CARD_POS,cash,IN,D8142,0,0,none,IN,53,236,salary
T0000178,C00002,38:12.3,324.4,INR,UPI,gold_jewellery,IN,D8142,0,0,none,IN,53,236,salary
T0000179,C00002,46:36.9,1140.97,INR,IMPS,kirana,IN,D8142,0,0,none,IN,53,236,salary
T0000180,C00002,48:21.9,275.98,INR,CARD_POS,kirana,IN,D6294,0,0,none,IN,53,236,salary
T0000181,C00003,30:23.8,1575.49,INR,UPI,mobile_recharge,AE,D3198,0,0,none,IN,42,182,current
T0000182,C00003,41:58.8,554.24,INR,UPI,food_delivery,IN,D5399,1,0,none,IN,42,182,current
T0000183,C00003,40:49.2,274.88,INR,CARD_POS,mobile_recharge,IN,D5399,0,0,none,IN,42,182,current
T0000184,C00003,16:34.7,409.37,INR,ATM,mobile_recharge,IN,D5399,0,0,none,IN,42,182,current
T0000185,C00003,28:26.6,2070.88,INR,UPI,electronics,IN,D5399,0,0,none,IN,42,182,current
T0000186,C00003,46:11.1,177.76,INR,CARD_ONLINE,utilities,IN,D5399,0,0,none,IN,42,182,current
T0000187,C00003,57:34.7,684.9,INR,UPI,cash,IN,D5399,0,0,none,IN,42,182,current
T0000188,C00003,54:52.1,428.34,INR,UPI,crypto,IN,D4047,0,0,none,IN,42,182,current
T0000189,C00003,54:23.7,376.45,INR,UPI,cash,IN,D6572,0,0,none,IN,42,182,current
T0000190,C00003,47:22.0,2039.21,INR,UPI,restaurant,IN,D5399,0,0,none,IN,42,182,current
T0000191,C00003,45:07.5,824.25,INR,UPI,p2p_transfer,IN,D5399,0,0,none,IN,42,182,current
T0000192,C00003,16:28.5,268.91,INR,UPI,travel,IN,D5399,0,0,none,IN,42,182,current
T0000193,C00003,35:30.8,515.38,INR,CARD_POS,p2p_transfer,IN,D5399,0,0,none,IN,42,182,current
T0000194,C00003,39:40.5,10400.57,INR,IMPS,electronics,IN,D5399,0,0,none,IN,42,182,current
T0000195,C00003,02:25.3,908.45,INR,UPI,food_delivery,IN,D5399,1,0,none,IN,42,182,current
T0000196,C00003,50:35.9,720.98,INR,UPI,food_delivery,IN,D5399,1,0,none,IN,42,182,current
T0000197,C00003,30:23.5,465.37,INR,UPI,travel,IN,D5399,0,0,none,IN,42,182,current
T0000198,C00003,23:00.6,171.19,INR,UPI,kirana,IN,D5399,0,0,none,IN,42,182,current
T0000199,C00003,28:45.0,391.08,INR,UPI,food_delivery,IN,D5399,0,0,none,IN,42,182,current
T0000200,C00003,17:44.2,1163.34,INR,CARD_ONLINE,restaurant,IN,D9985,0,0,none,IN,42,182,current
T0000201,C00003,50:43.5,445.09,INR,CARD_ONLINE,p2p_transfer,IN,D5399,0,0,none,IN,42,182,current
T0000202,C00003,16:43.5,336.19,INR,CARD_ONLINE,kirana,IN,D4271,0,0,none,IN,42,182,current
T0000203,C00003,37:33.6,1042.55,INR,IMPS,food_delivery,RU,D5399,0,0,none,IN,42,182,current
T0000204,C00003,51:47.6,719.41,INR,CARD_ONLINE,fuel,IN,D5399,0,0,none,IN,42,182,current
T0000205,C00003,22:17.9,203.16,INR,IMPS,kirana,IN,D5399,0,0,none,IN,42,182,current
T0000206,C00003,04:44.4,825.71,INR,ATM,electronics,AE,D5399,0,0,none,IN,42,182,current
T0000207,C00003,03:51.9,1114.91,INR,UPI,restaurant,IN,D5399,0,0,none,IN,42,182,current
T0000208,C00003,48:50.7,380.63,INR,CARD_POS,restaurant,IN,D5399,0,0,none,IN,42,182,current
T0000209,C00003,34:40.3,704.35,INR,IMPS,food_delivery,IN,D5399,1,0,none,IN,42,182,current
T0000210,C00003,54:57.1,270.59,INR,UPI,food_delivery,IN,D5399,1,0,none,IN,42,182,current
T0000211,C00003,04:15.0,910.67,INR,CARD_ONLINE,p2p_transfer,IN,D5399,0,0,none,IN,42,182,current
T0000212,C00003,32:59.9,2348.84,INR,CARD_ONLINE,mobile_recharge,IN,D5399,0,0,none,IN,42,182,current
T0000213,C00003,34:53.0,822.28,INR,UPI,kirana,IN,D5399,0,0,none,IN,42,182,current
T0000214,C00003,42:34.1,679.43,INR,IMPS,food_delivery,IN,D5399,0,0,none,IN,42,182,current
T0000215,C00003,56:53.2,2797.85,INR,UPI,p2p_transfer,IN,D5399,0,0,none,IN,42,182,current
T0000216,C00003,41:33.7,2140.06,INR,CARD_ONLINE,kirana,IN,D5399,0,0,none,IN,42,182,current
T0000217,C00003,25:53.4,644.83,INR,UPI,utilities,IN,D5399,0,0,none,IN,42,182,current
T0000218,C00003,47:44.6,1747.16,INR,CARD_ONLINE,kirana,IN,D5399,0,0,none,IN,42,182,current
T0000219,C00003,07:06.6,472.91,INR,UPI,food_delivery,IN,D4636,0,0,none,IN,42,182,current
T0000220,C00003,36:59.9,371.38,INR,UPI,restaurant,IN,D5399,0,0,none,IN,42,182,current
T0000221,C00003,55:25.4,2369.12,INR,UPI,p2p_transfer,IN,D5399,0,0,none,IN,42,182,current
T0000222,C00003,32:52.5,589.44,INR,UPI,gold_jewellery,IN,D5399,0,0,none,IN,42,182,current
T0000223,C00003,12:32.6,1227.23,INR,CARD_POS,kirana,IN,D5399,1,0,none,IN,42,182,current
T0000224,C00003,31:15.2,203.78,INR,UPI,fuel,IN,D5399,0,0,none,IN,42,182,current
T0000225,C00003,21:35.6,332.69,INR,CARD_ONLINE,food_delivery,IN,D5399,0,0,none,IN,42,182,current
T0000226,C00003,20:47.1,1420.95,INR,UPI,cash,IN,D5399,0,0,none,IN,42,182,current
T0000227,C00003,41:28.7,13508.86,INR,CARD_POS,gold_jewellery,IN,D5399,0,0,none,IN,42,182,current
T0000228,C00003,02:32.2,1164.81,INR,BRANCH_CASH,gold_jewellery,IN,D5399,1,0,none,IN,42,182,current
T0000229,C00003,07:55.9,1179.56,INR,UPI,restaurant,IN,D5399,0,0,none,IN,42,182,current
T0000230,C00003,12:48.2,600.44,INR,ATM,food_delivery,IN,D7556,0,0,none,IN,42,182,current
T0000231,C00003,52:19.6,323.38,INR,UPI,cash,IN,D5399,0,0,none,IN,42,182,current
T0000232,C00003,55:53.3,993.03,INR,UPI,p2p_transfer,IN,D5399,0,0,none,IN,42,182,current
T0000233,C00003,45:14.7,630.99,INR,UPI,restaurant,SG,D5399,0,0,none,IN,42,182,current
T0000234,C00003,33:18.3,125.68,INR,CARD_POS,mobile_recharge,IN,D5399,0,0,none,IN,42,182,current
T0000235,C00003,35:35.0,495.95,INR,ATM,mobile_recharge,IN,D5399,1,0,none,IN,42,182,current
T0000236,C00003,17:57.1,437.39,INR,ATM,electronics,IN,D5399,0,0,none,IN,42,182,current
T0000237,C00003,58:02.0,922.29,INR,UPI,restaurant,IN,D5399,0,0,none,IN,42,182,current
T0000238,C00003,56:27.0,1058.41,INR,NEFT,travel,IN,D5399,0,0,none,IN,42,182,current
T0000239,C00003,39:58.0,84.34,INR,UPI,travel,IN,D5399,0,0,none,IN,42,182,current
T0000240,C00003,15:06.2,989.45,INR,UPI,mobile_recharge,IN,D5399,0,0,none,IN,42,182,current
T0000241,C00003,30:24.2,260.4,INR,UPI,electronics,IN,D5399,0,0,none,IN,42,182,current
T0000242,C00003,27:47.4,161.69,INR,UPI,mobile_recharge,IN,D5399,0,0,none,IN,42,182,current
T0000243,C00003,29:58.3,251.77,INR,UPI,fuel,IN,D5399,0,0,none,IN,42,182,current
T0000244,C00003,19:25.8,798.47,INR,UPI,utilities,IN,D5399,0,0,none,IN,42,182,current
T0000245,C00003,33:00.2,633.77,INR,CARD_ONLINE,cash,IN,D5399,0,0,none,IN,42,182,current
T0000246,C00003,46:21.0,616.83,INR,ATM,kirana,IN,D5399,0,0,none,IN,42,182,current
T0000247,C00003,35:44.1,1222.18,INR,UPI,travel,IN,D5399,0,0,none,IN,42,182,current
T0000248,C00003,38:39.9,483.08,INR,ATM,electronics,IN,D5399,0,0,none,IN,42,182,current
T0000249,C00003,39:03.8,771.25,INR,UPI,p2p_transfer,IN,D5399,1,0,none,IN,42,182,current
